name,college_type,college_years,acceptance_rate_pct,sat_25th_percentile,sat_75th_percentile,sat_50th_percentile,act_25th_percentile,act_75th_percentile,act_50th_percentile,graduation_rate_pct,retention_rate_pct,pct_receiving_aid_pct,avg_after_aid_val,avg_after_aid_costs_val,avg_aid_package_val,avg_housing_cost_val,undergrad_students_num,student_faculty_ratio_num,num_majors_num,college_board_code_num,college_score,setting,rd_due_date,test_optional,gpa_optional
Humphreys College,Private,,0.6,,,1100,,,25,0.6,0.75,0.7,15000,20000,15000,12000,1000,,,,47,Urban,Rolling,Yes,
Huntington College,Private,,0.6,,,1100,,,25,0.65,0.75,0.7,20000,30000,20000,12000,1000,,,,47,Suburban,2024-01-15,Yes,
Huron University,Private,,0.5,,,1150,,,24,0.6,0.75,0.7,15000,20000,15000,12000,800,,,,49,Rural,2024-01-15,Yes,
Husson College,Private,,0.6,,,1100,,,25,0.6,0.75,0.7,15000,20000,15000,12000,3000,,,,49,Suburban,2024-01-15,Yes,
Huston-Tillotson College,Private,,0.6,,,1100,,,25,0.5,0.7,0.7,15000,15000,15000,12000,800,,,,44,Urban,2024-01-15,Yes,
ICI University,Private For-Profit,,0.65,,,1100,,,25,0.6,0.75,0.65,8000,15000,8000,12000,7000,,,,49,Urban,Rolling,Yes,
ICT College,Private For-Profit,,0.7,,,1100,,,24,0.6,0.75,0.6,10000,15000,10000,12000,1000,,,,43,Urban,Rolling,Yes,
Idaho State University,Public,,0.7,,,1100,,,24,0.6,0.75,0.6,7000,22000,7000,12000,12000,,,,47,Suburban,2024-01-15,Yes,
Iglobal University,Private For-Profit,,0.6,,,1100,,,25,0.6,0.7,0.7,10000,20000,10000,12000,8000,,,,50,Urban,2024-01-15,Yes,
Illinois Benedictine University,Private,,0.5,,,1100,,,24,0.6,0.7,0.8,20000,32000,20000,12000,2000,,,,49,Suburban,2024-01-15,Yes,
Illinois College,Private,,0.5,,,1150,,,24,0.7,0.75,0.8,20000,35000,20000,12000,1000,,,,50,Rural,2024-01-15,Yes,
Illinois College of Optometry,Private,,0.4,,,1300,,,28,0.85,0.9,0.7,20000,45000,20000,12000,500,,,,60,Urban,2024-01-15,Yes,
Illinois Institute of Technology,Private,,0.5,,,1350,,,30,0.75,0.85,0.7,20000,50000,20000,14000,7000,,,,60,Urban,2024-01-15,Yes,
Illinois School of Professional Psychology - Chicago Campus,Private For-Profit,,0.5,,,1150,,,24,0.7,0.8,0.7,20000,20000,20000,12000,1000,,,,51,Urban,Rolling,Yes,
Illinois School of Professional Psychology - Meadows Campus,Private,,0.5,,,1200,,,25,0.7,0.8,0.75,20000,25000,20000,12000,1000,,,,52,Urban,Rolling,Yes,
Illinois State University,Public,,0.63,,,1200,,,25,0.66,0.81,0.65,8000,30000,8000,12000,20000,,,,51,Suburban,2024-01-01,Yes,
Illinois Valley Community College,Public,,0.7,,,1050,,,21,0.5,0.7,0.6,7000,16000,7000,12000,2000,,,,40,Rural,Rolling,Yes,
Illinois Wesleyan University,Private,,0.45,,,1250,,,28,0.85,0.88,0.75,20000,50000,20000,13000,1500,,,,59,Urban,2024-01-15,Yes,
Immaculata University,Private,,0.5,,,1150,,,24,0.7,0.75,0.8,20000,32000,20000,13000,2000,,,,51,Suburban,2024-01-15,Yes,
IMPAC University,Private,,0.5,,,1200,,,25,0.7,0.8,0.7,15000,25000,15000,12000,8000,,,,55,Suburban,2024-01-15,Yes,
Indiana Institute of Technologyy,Private For-Profit,,0.6,,,1100,,,24,0.5,0.7,0.6,10000,20000,10000,12000,3000,,,,46,Urban,Rolling,Yes,
Indiana State University,Public,,0.7,,,1100,,,24,0.6,0.75,0.65,8000,25000,8000,12000,12000,,,,47,Urban,2024-01-15,Yes,
Indiana University (System),Public,,0.6,,,1300,,,28,0.7,0.85,0.65,8000,35000,8000,13000,42000,,,,54,Suburban,2024-01-01,Yes,
Indiana University - East,Public,,0.7,,,1100,,,24,0.5,0.7,0.6,8000,20000,8000,12000,3000,,,,43,Rural,2024-01-15,Yes,
Indiana University - Northwest,Public,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,25000,8000,12000,6000,,,,48,Urban,2024-01-15,Yes,
Indiana University - Southeast,Public,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,25000,8000,12000,5000,,,,48,Suburban,2024-01-15,Yes,
Indiana University at Bloomington,Public,,0.65,,,1300,,,28,0.73,0.87,0.65,8000,35000,8000,12000,43000,,,,53,Urban,2024-01-01,Yes,
Indiana University at Kokomo,Public,,0.6,,,1100,,,24,0.5,0.7,0.6,8000,20000,8000,12000,3000,,,,46,Suburban,2024-01-15,Yes,
Indiana University at South Bend,Public,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,20000,8000,12000,6000,,,,48,Urban,2024-01-15,Yes,
Indiana University of Pennsylvania,Public,,0.7,,,1100,,,25,0.6,0.75,0.6,8000,22000,8000,12000,10000,,,,47,Suburban,2024-01-15,Yes,
Indiana University-Purdue University at Columbus,Public,,0.6,,,1130,,,24,0.6,0.75,0.6,8000,22000,8000,12000,3000,,,,48,Suburban,2024-01-01,Yes,
Indiana University-Purdue University at Fort Wayne,Public,,0.6,,,1150,,,24,0.5,0.7,0.6,7000,20000,7000,12000,8000,,,,47,Urban,2024-01-15,Yes,
Indiana University-Purdue University at Indianapolis,Public,,0.6,,,1200,,,25,0.6,0.8,0.6,8000,30000,8000,12000,29000,,,,50,Urban,2024-01-15,Yes,
Indiana Wesleyan University,Private,,0.5,,,1100,,,25,0.65,0.75,0.7,20000,32000,20000,12000,8000,,,,54,Suburban,2024-01-15,Yes,
Institute of Clinical Social Work,Private,,0.6,,,1150,,,24,0.7,0.8,0.75,20000,25000,20000,12000,3000,,,,50,Urban,2024-01-15,Yes,
Institute of Paper Science and Technology,Public,,0.5,,,1200,,,25,0.6,0.8,0.6,8000,30000,8000,12000,1000,,,,50,Urban,2024-01-15,Yes,
Institute of Textile Technology,Private For-Profit,,0.6,,,1100,,,25,0.6,0.7,0.6,8000,30000,8000,12000,1000,,,,46,Urban,2024-01-15,Yes,
Institute of Transpersonal Psychology,Private,,0.5,,,1200,,,25,0.7,0.8,0.75,20000,20000,20000,12000,3000,,,,54,Suburban,Rolling,Yes,
IntelliTec College - Grand Junction,Private For-Profit,,0.7,,,1050,,,21,0.6,0.7,0.6,8000,15000,8000,12000,800,,,,40,Urban,Rolling,Yes,
International Academy of Merchandising and Design Chicago,Private For-Profit,,0.7,,,1100,,,24,0.6,0.7,0.8,15000,20000,15000,12000,1000,,,,42,Urban,Rolling,Yes,
International Academy of Merchandising and Design Tampa,Private For-Profit,,0.7,,,1100,,,25,0.6,0.7,0.7,15000,20000,15000,12000,1000,,,,43,Urban,Rolling,Yes,
International Bible College,Private,,0.6,,,1100,,,25,0.7,0.75,0.8,15000,20000,15000,12000,500,,,,48,Urban,Rolling,Yes,
International College,Private,,0.5,,,1200,,,25,0.75,0.85,0.7,20000,25000,20000,12000,8000,,,,56,Urban,2024-01-15,Yes,
Iona College,Private,,0.5,,,1200,,,25,0.7,0.8,0.7,20000,40000,20000,15000,4000,,,,54,Suburban,2024-01-15,Yes,
Iowa State University of Science and Technology,Public,,0.7,,,1250,,,27,0.7,0.85,0.65,8000,25000,8000,12000,30000,,,,51,Suburban,2024-01-01,Yes,
Iowa Wesleyan College,Private,,0.6,,,1100,,,24,0.6,0.7,0.8,15000,30000,15000,12000,600,,,,45,Rural,2024-08-01,Yes,
Ithaca College,Private,,0.6,,,1300,,,28,0.75,0.85,0.7,20000,50000,20000,14000,6000,,,,55,Suburban,2024-01-01,Yes,
ITT Technical Institute Fort Wayne,Private For-Profit,,0.7,,,1000,,,20,0.6,0.7,0.6,8000,15000,8000,12000,1500,,,,40,Urban,Rolling,Yes,
ITT Technical Institute Indianapolis,Private For-Profit,,0.7,,,1050,,,21,0.6,0.7,0.6,8000,15000,8000,12000,3000,,,,42,Urban,Rolling,Yes,
ITT Technical Institute Maitland,Private For-Profit,,0.7,,,1000,,,20,0.6,0.7,0.6,8000,15000,8000,12000,1000,,,,40,Suburban,Rolling,Yes,
ITT Technical Institute Portland,Private For-Profit,,0.7,,,1050,,,21,0.5,0.7,0.6,8000,15000,8000,12000,2000,,,,40,Urban,Rolling,Yes,
ITT Technical Institute West Covina,Private For-Profit,,0.7,,,1050,,,21,0.6,0.75,0.6,10000,15000,10000,12000,1000,,,,41,Suburban,Rolling,Yes,
Jackson State University,Public,,0.6,,,1050,,,21,0.5,0.7,0.6,8000,18000,8000,12000,8000,,,,45,Urban,2024-05-01,Yes,
Jacksonville State University,Public,,0.6,,,1100,,,24,0.5,0.7,0.6,8000,20000,8000,12000,8000,,,,47,Rural,2024-08-01,Yes,
Jacksonville University,Private,,0.5,,,1200,,,25,0.6,0.75,0.7,15000,20000,15000,13000,4000,,,,52,Urban,2024-01-15,Yes,
James Madison University,Public,,0.62,,,1230,,,27,0.73,0.87,0.6,8000,30000,8000,13000,22000,,,,54,Suburban,2024-01-15,Yes,
Jamestown College,Private,,0.6,,,1150,,,24,0.65,0.75,0.7,15000,20000,15000,12000,1000,,,,47,Rural,2024-01-15,Yes,
Jarvis Christian College,Private,,0.7,,,1000,,,20,0.5,0.7,0.8,10000,15000,10000,12000,800,,,,38,Rural,Rolling,Yes,
John Brown University,Private,,0.5,,,1200,,,25,0.7,0.8,0.7,15000,30000,15000,12000,2000,,,,53,Suburban,2024-01-15,Yes,
John Carroll University,Private,,0.6,,,1200,,,25,0.75,0.85,0.7,20000,45000,20000,13000,3000,,,,52,Suburban,2024-01-15,Yes,
John F. Kennedy University,Private,,0.6,,,1100,,,25,0.65,0.75,0.75,15000,20000,15000,12000,1500,,,,48,Suburban,2024-01-15,Yes,
John Marshall Law School,Private,,0.5,,,1500,,,32,0.7,0.8,0.7,20000,45000,20000,15000,1000,,,,57,Urban,2024-04-01,Yes,
John Paul the Great Catholic University,Private,,0.6,,,1200,,,25,0.7,0.75,0.8,20000,30000,20000,12000,500,,,,48,Suburban,2024-01-15,Yes,
John Wesley College,Private,,0.5,,,1150,,,24,0.7,0.75,0.8,20000,20000,20000,12000,800,,,,50,Suburban,2024-01-15,Yes,
Johns Hopkins University,Private,,0.1,,,1480,,,33,0.9,0.95,0.7,20000,58000,20000,15000,15000,,,,81,Urban,2024-01-02,Yes,
Johnson & Wales University,Private,,0.5,,,1150,,,25,0.65,0.75,0.7,20000,32000,20000,13000,8000,,,,54,Urban,2024-01-15,Yes,
"Johnson & Wales University, Charleston",Private,,0.5,,,1200,,,25,0.6,0.75,0.7,20000,30000,20000,12000,5000,,,,53,Urban,2024-01-15,Yes,
Johnson Bible College,Private,,0.6,,,1100,,,25,0.7,0.75,0.8,20000,20000,20000,12000,800,,,,48,Suburban,2024-01-15,Yes,
Johnson C. Smith University,Private,,0.5,,,1100,,,24,0.5,0.7,0.7,10000,15000,10000,12000,3000,,,,49,Urban,2024-01-15,Yes,
Johnson County Community College,Public,,0.7,,,1100,,,24,0.5,0.7,0.6,7000,12000,7000,12000,11000,,,,45,Suburban,Rolling,Yes,
Johnson State College,Public,,0.6,,,1100,,,25,0.6,0.75,0.65,8000,30000,8000,12000,1000,,,,47,Rural,2024-01-15,Yes,
Jones College,Private,,0.5,,,1200,,,25,0.7,0.8,0.7,15000,20000,15000,12000,1500,,,,52,Suburban,2024-01-15,Yes,
Jones International University,Private For-Profit,,0.6,,,1100,,,25,0.6,0.7,0.7,15000,20000,15000,12000,5000,,,,49,Urban,Rolling,Yes,
Judson College Elgin,Private,,0.5,,,1100,,,25,0.6,0.7,0.7,20000,25000,20000,12000,800,,,,49,Suburban,2024-01-01,Yes,
Judson College Marion,Private,,0.6,,,1100,,,24,0.6,0.7,0.7,15000,20000,15000,12000,500,,,,45,Rural,2024-01-01,Yes,
Juniata College,Private,4,0.79,1095,1290,1192,21,29,25,0.69,0.83,0.74,29,28925,42544,14600,1191,11.0,83,2341,47,Rural,March 15,Considered if submitted,Required
Kalamazoo College,Private,4,0.76,1208,1370,1289,34,36,35,0.82,0.85,0.66,26,26050,61080,13257,1175,10.0,28,,57,Suburban,January 15,Considered if submitted,Recommended
Kankakee Community College,Public,2,0.7,,,1050,,,21,0.5,0.59,0.6,6,5642,7000,12000,2000,14.0,50,,9,Rural,Not available,Not available,Not available
Kansas City Art Institute,Private,4,0.6,830,1160,995,19,30,24,0.65,0.78,0.78,30,30142,34160,13690,812,10.0,13,6330,51,Urban,Not available,Neither required nor recommended,Required
Kansas State University,Public,4,0.82,1060,1255,1158,20,27,24,0.7,0.86,0.43,19,18745,17015,11270,15124,19.0,189,,47,Suburban,Not available,Considered if submitted,Required
Kansas Wesleyan University,Private,4,0.5,970,1105,1038,17,23,20,0.38,0.6,0.81,23,23419,25717,12404,895,13.0,44,,29,Suburban,Not available,Neither required nor recommended,Required
Kaplan University,Private For-Profit,,0.7,,,1100,,,25,0.6,0.7,0.7,10000,15000,10000,12000,8000,,,,47,Urban,Rolling,Yes,
Katharine Gibbs School,Private For-Profit,,0.7,,,1100,,,25,0.6,0.7,0.8,15000,20000,15000,12000,1000,,,,43,Urban,Rolling,Yes,
Kean University of New Jersey,Public,,0.6,,,1100,,,25,0.6,0.75,0.6,8000,26000,8000,14000,15000,,,,51,Suburban,2024-01-01,Yes,
Keck Graduate Institute of Applied Life Sciences,Private,,0.3,,,1350,,,30,0.85,0.9,0.7,20000,55000,20000,15000,800,,,,64,Suburban,2024-01-15,Yes,
Keene State College,Public,4,0.9,930,1140,1035,,,24,0.58,0.78,0.64,20,20405,17075,13766,2718,17.0,85,3472,37,Suburban,April 1,Considered if submitted,Considered but not required
Keller Graduate School of Management,Private For-Profit,,0.7,,,1100,,,24,0.6,0.7,0.7,15000,20000,15000,12000,5000,,,,46,Suburban,Rolling,Yes,
Kendall College,Private For-Profit,,0.7,,,1100,,,24,0.6,0.75,0.8,15000,20000,15000,12000,1000,,,,43,Urban,Rolling,Yes,
Kendall College of Art and Design,Private,,0.5,,,1150,,,24,0.6,0.75,0.7,15000,30000,15000,12000,1000,,,,49,Urban,2024-01-15,Yes,
Kennesaw State University,Public,4,0.69,1010,1210,1110,19,22,20,0.48,0.77,0.65,18,17566,17357,13795,41268,23.0,125,5359,43,Suburban,June 30,Required for some,Required
Kent State University,Public,4,0.86,1020,1230,1125,18,25,22,0.65,0.82,0.58,20,20333,15635,13920,19320,20.0,226,1367,43,Suburban,August 1,Considered if submitted,Required
Kent State University - Ashtabula,Public,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,20000,8000,12000,1500,,,,45,Rural,2024-01-15,Yes,
Kent State University - East Liverpool,Public,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,20000,8000,12000,1000,,,,45,Rural,2024-01-15,Yes,
Kent State University - Salem,Public,,0.6,,,1100,,,25,0.6,0.75,0.6,8000,20000,8000,12000,1500,,,,47,Rural,2024-01-15,Yes,
Kent State University - Stark,Public,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,20000,8000,12000,3000,,,,47,Suburban,2024-01-15,Yes,
Kent State University - Trumbull,Public,,0.6,,,1100,,,24,0.5,0.7,0.6,8000,20000,8000,12000,4000,,,,46,Suburban,2024-08-01,Yes,
Kent State University - Tuscarawas,Public,,0.65,,,1100,,,24,0.55,0.75,0.6,8000,20000,8000,12000,1500,,,,44,Rural,Rolling,Yes,
Kentucky Christian University,Private,4,0.44,,,1100,,,25,0.34,0.46,0.7,22,22209,15000,10780,800,13.0,16,,30,Rural,Not available,Required,Considered but not required
Kentucky State University,Public,4,0.93,838,1040,939,12,17,14,0.28,0.63,0.91,10,9672,20527,8186,1340,13.0,35,,28,Urban,Not available,Considered if submitted,Required
Kentucky Wesleyan College,Private,4,0.69,,,1100,,,24,0.49,0.57,0.7,21,20867,15000,13340,800,12.0,30,1369,26,Suburban,August 1,Required,Required
Kenyon College,Private,4,0.31,1370,1473,1422,31,33,32,0.87,0.91,0.49,44,44470,59726,17380,1732,9.0,35,,71,Rural,January 15,Considered if submitted,Required
Kettering University (GMI),Private,,0.5,,,1300,,,28,0.7,0.8,0.6,10000,50000,10000,12000,2000,,,,55,Urban,2024-01-15,No,
Keuka College,Private,4,0.68,940,1110,1025,16,19,18,0.49,0.73,0.89,26,26153,5898,14218,966,10.0,39,2350,42,Rural,Not available,Considered if submitted,Required
King University,Private,4,1.0,1008,1163,1086,17,23,20,0.47,0.6,0.74,23,23282,31741,11426,908,11.0,47,1371,32,Suburban,Not available,Considered if submitted,Required
King's College,Private,4,0.93,1070,1270,1170,23,29,26,0.6,0.75,0.8,26,25608,39123,16000,1463,11.0,53,2353,41,Urban,December 1,Recommended,Required
Kirksville College of Osteopathic Medicine,Private,,0.4,,,1300,,,28,0.85,0.9,0.7,20000,30000,20000,12000,800,,,,60,Rural,2024-01-15,Yes,
Kirkwood Community College,Public,2,0.7,,,1050,,,21,0.6,0.67,0.6,8,8499,7000,12000,10000,19.0,80,,8,Suburban,Not available,Not available,Not available
Knox College,Private,4,0.71,1220,1420,1320,21,32,26,0.68,0.83,0.7,26,25524,54693,11325,1127,11.0,45,1372,51,Rural,September 8,Considered if submitted,Required
Knoxville College,Private,,0.7,,,1000,,,20,0.5,0.7,0.7,10000,15000,10000,12000,500,,,,38,Urban,2024-08-01,Yes,
Kutztown University of Pennsylvania,Public,4,0.91,1140,1280,1210,18,25,22,0.54,0.77,0.63,22,21856,12553,12750,6180,18.0,64,2653,42,Rural,Not available,Considered if submitted,Considered but not required
La Roche College,Private,,0.6,,,1100,,,25,0.65,0.75,0.75,20000,30000,20000,12000,1000,,,,47,Suburban,2024-01-15,Yes,
La Salle University,Private,,0.65,,,1150,,,24,0.65,0.75,0.75,20000,35000,20000,13000,6000,,,,49,Urban,2024-01-15,Yes,
La Sierra University,Private,4,0.91,948,1215,1082,17,24,20,0.6,0.77,0.75,28,28076,35760,13366,1116,12.0,52,4380,38,Suburban,September 22,Considered if submitted,Required
Laboratory Institute of Merchandising,Private,,0.5,,,1200,,,25,0.7,0.8,0.75,20000,30000,20000,15000,1000,,,,52,Urban,2024-01-15,Yes,
Lafayette College,Private,4,0.31,1370,1490,1430,31,33,32,0.88,0.9,0.3,35,34728,57114,20562,2757,10.0,40,2361,72,Suburban,January 15,Considered if submitted,Required
LaGrange College,Private,4,0.62,,,1100,,,25,0.42,0.67,0.64,25,24564,21156,13304,636,13.0,25,5362,28,Suburban,August 1,Neither required nor recommended,Required
Lake Erie College,Private,4,0.96,,,1100,,,25,0.42,0.66,0.7,22,22322,20000,12800,649,11.0,37,1391,18,Suburban,August 14,Required for some,Required
Lake Forest College,Private,4,0.57,1230,1400,1315,28,32,30,0.7,0.9,0.77,30,29894,57630,12700,1813,13.0,42,,58,Suburban,February 15,Considered if submitted,Recommended
Lake Forest Graduate School of Management,Private,,0.5,,,1200,,,25,0.8,0.85,0.7,20000,30000,20000,12000,500,,,,53,Suburban,Rolling,Yes,
Lake Superior State University,Public,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,24000,8000,12000,3000,,,,47,Rural,2024-01-15,Yes,
Lakeland University,Private,4,1.0,,,1100,,,25,0.56,0.6,0.7,23,22593,15000,12908,1200,16.0,51,,17,"$22,593",Not available,Required,Considered but not required
Lakeview College of Nursing,Private,4,0.6,,,1100,,,25,0.7,0.8,0.7,10000,20000,10000,12000,500,8.0,1,,4,Urban,Not available,Not available,Recommended
Lamar University,Public,4,0.86,930,1140,1035,18,25,22,0.37,0.62,0.67,11,10999,13517,10464,8181,28.0,79,6360,35,Urban,Not available,Required,Neither required nor recommended
Lamar University - Port Arthur,Public,,0.6,,,1100,,,25,0.55,0.75,0.6,8000,20000,8000,12000,3000,,,,48,Urban,2024-08-01,Yes,
Lambuth University,Private,,0.5,,,1100,,,24,0.6,0.7,0.7,15000,20000,15000,12000,1000,,,,48,Urban,2024-01-15,Yes,
Lancaster Bible College,Private,,0.5,,,1100,,,25,0.7,0.75,0.8,20000,20000,20000,12000,1000,,,,51,Suburban,2024-01-15,Yes,
Lander University,Public,,0.65,,,1100,,,24,0.55,0.75,0.65,8000,24000,8000,12000,3000,,,,46,Suburban,2024-07-01,Yes,
Lane College,Private,4,0.6,,,1000,,,20,0.17,0.61,0.7,13,13384,10000,8380,800,15.0,17,,11,Urban,Not available,Required,Recommended
Langston University,Public,4,0.7,,,1050,,,21,0.19,0.52,0.6,11,10589,8000,8602,2500,20.0,39,,9,Rural,Not available,Required,Recommended
Lasell University,Private,4,0.93,1003,1200,1102,18,26,22,0.53,0.7,0.71,28,28477,18956,14742,1226,13.0,46,3481,36,Suburban,August 1,Considered if submitted,Required
Laurus Technical Institute,Private For-Profit,,0.7,,,1100,,,25,0.6,0.75,0.6,8000,15000,8000,12000,1000,,,,44,Urban,Rolling,Yes,
Lawrence Technological University,Private,4,0.74,1010,1220,1115,20,26,23,0.62,0.78,0.64,34,33807,38278,12484,1666,11.0,73,1399,46,Suburban,July 31,Neither required nor recommended,Required
Lawrence University,Private,4,0.64,1240,1420,1330,24,31,28,0.76,0.87,0.85,27,76,7,12972,1396,7.0,46,1398,56,Urban,January 1,Considered if submitted,Required
Le Moyne College,Private,,0.5,,,1200,,,25,0.7,0.8,0.75,20000,35000,20000,13000,3000,,,,54,Suburban,2024-01-15,Yes,
Le Moyne-Owen College,Public,,0.6,,,1050,,,21,0.5,0.7,0.7,8000,18000,8000,12000,1500,,,,42,Urban,2024-07-01,Yes,
Lebanon Valley College,Private,,0.5,,,1150,,,24,0.65,0.75,0.8,20000,35000,20000,12000,1500,,,,50,Rural,2024-01-15,Yes,
Lee University,Private,,0.5,,,1150,,,24,0.6,0.75,0.7,15000,20000,15000,12000,5000,,,,52,Suburban,2024-01-15,Yes,
Lees-McRae College,Private,,0.5,,,1100,,,25,0.6,0.7,0.8,20000,30000,20000,12000,800,,,,49,Rural,2024-01-15,Yes,
Lehigh University,Private,,0.25,,,1350,,,30,0.87,0.93,0.75,25000,57000,25000,15000,7000,,,,70,Suburban,2024-01-01,Yes,
Lenoir-Rhyne College,Private,,0.5,,,1100,,,25,0.6,0.7,0.7,20000,30000,20000,12000,2000,,,,50,Suburban,2024-01-01,Yes,
Lesley University,Private,,0.5,,,1150,,,24,0.65,0.75,0.75,20000,30000,20000,14000,3000,,,,52,Urban,2024-01-15,Yes,
LeTourneau University,Private,4,0.38,1130,1380,1255,21,30,26,0.61,0.8,0.57,27,27007,28665,11520,1465,13.0,81,6365,58,Suburban,Not available,Considered if submitted,Required
Lewis & Clark Community College,Public,,0.7,,,1100,,,25,0.5,0.7,0.6,7000,16000,7000,12000,6000,,,,45,Suburban,Rolling,Yes,
Lewis and Clark College,Private,,0.45,,,1350,,,30,0.8,0.85,0.75,25000,57000,25000,14000,3000,,,,61,Urban,2024-01-15,Yes,
Lewis University,Private,,0.5,,,1150,,,24,0.6,0.75,0.7,15000,32000,15000,13000,6000,,,,52,Suburban,2024-01-15,Yes,
Lewis-Clark State College,Public,,0.6,,,1100,,,24,0.5,0.7,0.6,8000,20000,8000,12000,3500,,,,46,Rural,2024-06-01,Yes,
Liberty University,Private,,0.5,,,1150,,,24,0.6,0.7,0.7,15000,20000,15000,12000,45000,,,,51,Suburban,2024-01-15,Yes,
Life Chiropractic College West,Private,,0.6,,,1100,,,25,0.7,0.8,0.7,15000,20000,15000,12000,500,,,,48,Suburban,Rolling,Yes,
Life University,Private,,0.6,,,1100,,,24,0.7,0.8,0.7,15000,25000,15000,12000,3000,,,,50,Suburban,Rolling,Yes,
Limestone College,Private,,0.6,,,1100,,,25,0.55,0.7,0.7,15000,20000,15000,12000,1500,,,,46,Rural,2024-08-01,Yes,
Lincoln Memorial University,Private,,0.6,,,1100,,,24,0.6,0.7,0.7,10000,15000,10000,12000,3000,,,,47,Rural,2024-01-15,Yes,
Lincoln University Missouri,Public,,0.7,,,1050,,,21,0.5,0.7,0.6,8000,16000,8000,12000,2000,,,,40,Urban,2024-01-15,Yes,
Lincoln University Pennsylvania,Public,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,24000,8000,12000,2000,,,,46,Rural,2024-01-15,Yes,
Lincoln University San Francisco,Private For-Profit,,0.7,,,1100,,,25,0.6,0.7,0.8,15000,20000,15000,12000,800,,,,43,Urban,Rolling,Yes,
Lindenwood University,Private,,0.57,1010,1190,1100,22,28,25,0.5,0.65,0.6,19,18698,17601,12402,4624,14.0,112,,50,Suburban,June 1,Required for some,Required
Lindsey Wilson University,Private,4,0.68,,,1100,17,23,20,0.38,0.63,0.7,14,14422,15000,10382,1722,16.0,37,1409,39,Rural,August 15,Recommended,Required
Linfield College,Private,,0.5,,,1200,,,25,0.7,0.8,0.75,20000,50000,20000,13000,1500,,,,52,Suburban,2024-01-15,Yes,
Lipscomb University,Private,,0.6,,,1200,,,25,0.7,0.8,0.7,15000,34000,15000,13000,4000,,,,51,Urban,2024-01-15,Yes,
Livingstone College,Private,,0.6,,,1000,,,20,0.5,0.7,0.7,10000,15000,10000,12000,800,,,,41,Suburban,Rolling,Yes,
Commonwealth University Of Pennsylvania Lock Haven,Public,4,0.93,1000,1190,1095,,,25,0.54,0.78,0.61,16,15947,13115,12202,9210,19.0,,,39,Rural,Not available,Considered if submitted,Required
Logan College of Chiropractic,Private,,0.5,,,1200,,,25,0.7,0.8,0.7,10000,20000,10000,12000,800,,,,51,Suburban,Rolling,Yes,
Loma Linda University,Private,4,0.5,,,1250,,,27,0.85,0.8,0.7,20000,35000,20000,14274,4000,3.0,91,,5,Suburban,Not available,Not available,Not available
Long Island University,Private,4,0.86,550,670,610,21,30,26,0.53,0.76,0.69,23,22620,42252,17846,5521,14.0,163,2070,45,Suburban,Not available,Recommended,Required
"Long Island University, C.W. Post Campus",Private,,0.5,,,1150,,,24,0.65,0.75,0.7,15000,40000,15000,14000,8000,,,,53,Suburban,2024-01-15,Yes,
