name,college_type,college_years,acceptance_rate_pct,sat_25th_percentile,sat_75th_percentile,sat_50th_percentile,act_25th_percentile,act_75th_percentile,act_50th_percentile,graduation_rate_pct,retention_rate_pct,pct_receiving_aid_pct,avg_after_aid_val,avg_after_aid_costs_val,avg_aid_package_val,avg_housing_cost_val,undergrad_students_num,student_faculty_ratio_num,num_majors_num,college_board_code_num,college_score,setting,rd_due_date,test_optional,gpa_optional
Tougaloo College,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Touro College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Touro University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Towson University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Transylvania University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Trevecca Nazarene University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Tri-College University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Tri-State University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Trident University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Trinity Bible College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Trinity Christian College,,,,,,500,,,24,,,,,,,,,,,,16,,,Considered if submitted,
Trinity College Connecticut,,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
Trinity College of Florida,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Trinity College of Vermont,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Trinity International University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
"Trinity International University (Excel), Miami",,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Trinity University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Trinity University,,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
Triton College,,,,,,1050,,,21,,,,,,,,,,,,14,,,Yes,
Troy University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
"Troy University, Dothan",,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
"Troy University, Montgomery",,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
"Troy University, Phenix City",,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
"Troy University, Troy",,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Truman College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Truman State University,,,,,,1230,,,27,,,,,,,,,,,,19,,,Yes,
Tufts University,,,,,,1480,,,33,,,,,,,,,,,,23,,,Yes,
Tui Online University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Tusculum College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Tuskegee University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Uniformed Services Universty of the Health Sciences,,,,,,1400,,,32,,,,,,,,,,,,22,,,No,
Union College,,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
Union College Kentucky,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Union College Nebraska,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Union Theological Seminary (UTS),,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Union University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
United States Air Force Academy,,,,,,1350,,,30,,,,,,,,,,,,21,,,No,
United States Coast Guard Academy,,,,,,1350,,,30,,,,,,,,,,,,21,,,No,
United States International University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
United States Merchant Marine Academy,,,,,,1300,,,28,,,,,,,,,,,,19,,,No,
United States Military Academy,,,,,,1400,,,32,,,,,,,,,,,,22,,,No,
United States Naval Academy,,,,,,1400,,,32,,,,,,,,,,,,22,,,No,
United States Sports Academy,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Unity College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of Advancing Technology (UAT),,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of Akron,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
University of Alabama - Birmingham,,,,,,1230,,,26,,,,,,,,,,,,18,,,Yes,
University of Alabama - Huntsville,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
University of Alabama - Tuscaloosa,,,,,,1230,,,27,,,,,,,,,,,,19,,,Yes,
University of Alanta,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
University of Alaska (System),,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of Alaska - Anchorage,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of Alaska - Fairbanks,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of Alaska - Southeast,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of Arizona,,,,,,1230,,,26,,,,,,,,,,,,18,,,Yes,
University of Arkansas (System),,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
University of Arkansas at Fayetteville,,,,,,1280,,,28,,,,,,,,,,,,19,,,Yes,
University of Arkansas at Little Rock,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
University of Arkansas at Monticello,,,,,,1050,,,21,,,,,,,,,,,,14,,,Yes,
University of Arkansas at Pine Bluff,,,,,,1050,,,21,,,,,,,,,,,,14,,,Yes,
University of Arkansas for Medical Sciences,,,,,,1250,,,27,,,,,,,,,,,,19,,,No,
University of Baltimore,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
University of Bridgeport,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of California System,,,,,,1400,,,32,,,,,,,,,,,,22,,,Yes,
"University of California, Berkeley",,,,,,1400,,,32,,,,,,,,,,,,22,,,Yes,
"University of California, Davis",,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
"University of California, Hastings College of Law",,,,,,1400,,,32,,,,,,,,,,,,22,,,Yes,
"University of California, Irvine",,,,,,1400,,,32,,,,,,,,,,,,22,,,Yes,
"University of California, Los Angeles",,,,,,1390,,,32,,,,,,,,,,,,22,,,Yes,
"University of California, Merced",,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
"University of California, Oakland",,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
"University of California, Riverside",,,,,,1260,,,27,,,,,,,,,,,,19,,,Yes,
"University of California, San Diego",,,,,,1400,,,32,,,,,,,,,,,,22,,,Yes,
"University of California, San Francisco",,,,,,1400,,,32,,,,,,,,,,,,22,,,Yes,
"University of California, Santa Barbara",,,,,,1360,,,30,,,,,,,,,,,,21,,,Yes,
"University of California, Santa Cruz",,,,,,1320,,,28,,,,,,,,,,,,19,,,Yes,
University of Central Arkansas,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of Central Florida,,,,,,1280,,,27,,,,,,,,,,,,19,,,Yes,
University of Central Missouri,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
University of Central Oklahoma,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
University of Central Texas,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
University of Charleston,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of Charleston South Carolina,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
University of Chicago,,,,,,1500,,,34,,,,,,,,,,,,24,,,Yes,
University of Cincinnati,,,,,,1230,,,25,,,,,,,,,,,,17,,,Yes,
University of Colorado at Boulder,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
University of Colorado at Colorado Springs,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
University of Colorado at Denver,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
University of Colorado Health Sciences Center,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
University of Connecticut,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
University of Connecticut at Avery Point,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
University of Connecticut at Hartford,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
University of Connecticut at Stamford,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
University of Connecticut at Waterbury,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
University of Connecticut Health Center,,,,,,1300,,,28,,,,,,,,,,,,19,,,No,
University of Dallas,,,,,,1230,,,27,,,,,,,,,,,,19,,,Yes,
University of Dayton,,,,,,1230,,,27,,,,,,,,,,,,19,,,Yes,
University of Delaware,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
University of Denver,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
University of Detroit Mercy,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
University of Dubuque,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of Evansville,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
University of Findlay,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
University of Florida,,,,,,1360,,,30,,,,,,,,,,,,21,,,Yes,
University of Georgia,,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
University of Great Falls,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of Hartford,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
University of Hawaii - Hilo,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of Hawaii - Manoa,,,,,,1230,,,25,,,,,,,,,,,,17,,,Yes,
University Of Hawaii - System,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
University of Hawaii - West Oahu,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of Health Sciences,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
University of Houston,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
"University of Houston, Clear Lake",,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
"University of Houston, Downtown",,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
"University of Houston, Victoria",,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of Idaho,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
University of Illinois,,,,,,1320,,,29,,,,,,,,,,,,20,,,Yes,
University of Illinois at Chicago,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
University of Illinois at Springfield,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of Illinois at Urbana-Champaign,,,,,,1400,,,32,,,,,,,,,,,,22,,,Yes,
University of Indianapolis,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
University of Iowa,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
University of Kansas,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
University of Kentucky,,,,,,1230,,,26,,,,,,,,,,,,18,,,Yes,
University of La Verne,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
University of Louisiana at Lafayette,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
University of Louisiana at Monroe,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of Louisville,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
University of Maine (System),,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
"University of Maine, Augusta",,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
"University of Maine, Farmington",,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
"University of Maine, Fort Kent",,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
"University of Maine, Machias",,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
"University of Maine, Orono",,,,,,1150,,,25,,,,,,,,,,,,17,,,Yes,
"University of Maine, Presque Isle",,,,,,1050,,,21,,,,,,,,,,,,14,,,Yes,
University of Management & Technology,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of Mary,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
University of Mary Hardin-Baylor,,,,,,1150,,,25,,,,,,,,,,,,17,,,Yes,
University of Maryland (System),,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
University of Maryland at Baltimore,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
University of Maryland at College Park,,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
University of Maryland Baltimore County,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
University of Maryland Eastern Shore,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of Maryland Medicine,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
University of Maryland University College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of Massachusetts (System),,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
University of Massachusetts at Amherst,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
University of Massachusetts at Boston,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
University of Massachusetts at Dartmouth,,,,,,1220,,,25,,,,,,,,,,,,17,,,Yes,
University of Massachusetts at Lowell,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
University of Massachusetts Medical Center at Worcester,,,,,,1300,,,28,,,,,,,,,,,,19,,,No,
University of Medicine and Dentistry of New Jersey,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
University of Memphis,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
University of Miami,,,,,,1400,,,32,,,,,,,,,,,,22,,,Yes,
University of Michigan - Ann Arbor,,,,,,1450,,,32,,,,,,,,,,,,22,,,Yes,
University of Michigan - Dearborn,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
University of Michigan - Flint,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of Minnesota - Crookston,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of Minnesota - Duluth,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
University of Minnesota - Morris,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
University of Minnesota - Twin Cities Campus,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
University of Mississippi,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
University of Mississippi Medical Center,,,,,,1250,,,27,,,,,,,,,,,,19,,,No,
University of Missouri - Columbia,,,,,,1280,,,27,,,,,,,,,,,,19,,,Yes,
University of Missouri - Kansas City,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
University of Missouri - Saint Louis,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
University of Mobile,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of Montana,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
University of Montana Western,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
University of Montevallo,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of Nebraska (System),,,,,,1250,,,26,,,,,,,,,,,,18,,,Yes,
University of Nebraska - Kearney,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
University of Nebraska - Lincoln,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
University of Nebraska - Omaha,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
University of Nebraska Medical Center,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
University of Nevada - Las Vegas,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
University of Nevada - Reno,,,,,,1180,,,25,,,,,,,,,,,,17,,,Yes,
University of New England,,,,,,1150,,,24,,,,,,,,,,,,16,,,Neither required nor recommended,
"University of New England, Westbrook College Campus",,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
University of New Hampshire,,,,,,1210,,,28,,,,,,,,,,,,19,,,Considered if submitted,
University of New Hampshire - Manchester,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
University of New Haven,,,,,,1162,,,26,,,,,,,,,,,,18,,,Considered if submitted,
University of New Mexico,,,,,,1030,,,22,,,,,,,,,,,,15,,,Not available,
University of New Orleans,,,,,,1125,,,22,,,,,,,,,,,,15,,,Required for some,
University Of North Alabama,,,,,,1088,,,22,,,,,,,,,,,,15,,,Neither required nor recommended,
University of North America,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of North Carolina at Asheville,,,,,,1255,,,26,,,,,,,,,,,,18,,,Required for some,
University of North Carolina at Chapel Hill,,,,,,1440,,,32,,,,,,,,,,,,22,,,Considered if submitted,
University of North Carolina at Charlotte,,,,,,1220,,,26,,,,,,,,,,,,18,,,Yes,
University of North Carolina at Greensboro,,,,,,1242,,,24,,,,,,,,,,,,18,,,Required for some,
University of North Carolina at Pembroke,,,,,,1020,,,18,,,,,,,,,,,,13,,,Considered if submitted,
University Of North Carolina At Wilmington,,,,,,1285,,,26,,,,,,,,,,,,18,,,Required for some,
University of North Dakota,,,,,,1215,,,24,,,,,,,,,,,,17,,,Neither required nor recommended,
University of North Florida,,,,,,1165,,,22,,,,,,,,,,,,16,,,Required,
University of North Texas,,,,,,1105,,,23,,,,,,,,,,,,16,,,Considered if submitted,
University of North Texas Health Science Center at Fort Worth,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
University of Northern Colorado,,,,,,1065,,,24,,,,,,,,,,,,16,,,Considered if submitted,
University of Northern Iowa,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
University of Northern Virginia,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of Northern Washington,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
University of NorthWest,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
University of Notre Dame,,,,,,1505,,,34,,,,,,,,,,,,24,,,Considered if submitted,
University of Oklahoma,,,,,,1240,,,26,,,,,,,,,,,,18,,,Considered if submitted,
University of Oklahoma Health Sciences Center,,,,,,1250,,,27,,,,,,,,,,,,19,,,No,
University of Oregon,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
University of Osteopathic Medicine and Health Science,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
University of Pennsylvania,,,,,,1480,,,35,,,,,,,,,,,,24,,,Required,
University Of Phoenix,,,,,,1050,,,21,,,,,,,,,,,,14,,,Not available,
University of Pittsburgh,,,,,,680,,,31,,,,,,,,,,,,21,,,Considered if submitted,
University of Pittsburgh at Bradford,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of Pittsburgh at Greensburg,,,,,,555,,,22,,,,,,,,,,,,15,,,Considered if submitted,
University Of Pittsburgh At Johnstown,,,,,,1150,,,24,,,,,,,,,,,,16,,,Required,
University of Portland,,,,,,1269,,,28,,,,,,,,,,,,19,,,Considered if submitted,
University of Puget Sound,,,,,,1300,,,30,,,,,,,,,,,,21,,,Considered if submitted,
University of Redlands,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
University of Rhode Island,,,,,,1140,,,28,,,,,,,,,,,,19,,,Considered if submitted,
University of Richmond,,,,,,1470,,,34,,,,,,,,,,,,24,,,Considered if submitted,
University of Rio Grande,,,,,,1050,,,21,,,,,,,,,,,,14,,,Not available,
University of Rochester,,,,,,1460,,,33,,,,,,,,,,,,23,,,Considered if submitted,
University of San Diego,,,,,,1350,,,30,,,,,,,,,,,,21,,,Neither required nor recommended,
University of San Francisco,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
University of Science and Arts of Oklahoma,,,,,,1100,,,24,,,,,,,,,,,,16,,,Required,
University of Scranton,,,,,,1230,,,28,,,,,,,,,,,,19,,,Recommended,
University of Sioux Falls,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of South Alabama,,,,,,1104,,,22,,,,,,,,,,,,15,,,Required for some,
University of South Carolina,,,,,,1280,,,27,,,,,,,,,,,,19,,,Yes,
University of South Carolina - Aiken,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of South Carolina - Beaufort,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of South Carolina - Lancaster,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of South Carolina - Salkehatchie,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of South Carolina - Spartanburg,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of South Carolina - Sumter,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of South Carolina - Union,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
University of South Dakota,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
University of South Florida,,,,,,1270,,,27,,,,,,,,,,,,19,,,Yes,
University of Southern California,,,,,,1440,,,32,,,,,,,,,,,,22,,,Yes,
University of Southern Indiana,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
University of Southern Maine,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
University of Southern Mississippi,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of St. Francis,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
"University of St. Thomas, Houston",,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
"University of St. Thomas, St. Paul",,,,,,1230,,,26,,,,,,,,,,,,18,,,Yes,
University of Tampa,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
University of Tennessee - Chattanooga,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
University of Tennessee - Knoxville,,,,,,1280,,,28,,,,,,,,,,,,19,,,Yes,
University of Tennessee - Martin,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of Tennessee - Memphis,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
University of Tennessee Space Institute,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
University of Texas,,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
University of Texas at Arlington,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
University of Texas at Austin,,,,,,1360,,,30,,,,,,,,,,,,21,,,Yes,
University of Texas at Brownsville,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
University of Texas at Dallas,,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
University of Texas at El Paso,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
University of Texas at San Antonio,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
University of Texas at Tyler,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
University of Texas Health Center at Houston,,,,,,1300,,,28,,,,,,,,,,,,19,,,No,
University of Texas Health Center at Tyler,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
University of Texas Health Science Center at San Antonio,,,,,,1300,,,28,,,,,,,,,,,,19,,,No,
University of Texas M.D. Anderson Cancer Center,,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
University of Texas Medical Branch Galveston,,,,,,1300,,,28,,,,,,,,,,,,19,,,No,
University of Texas of the Permian Basin,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of Texas Pan American,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of Texas Southwestern Medical Center at Dallas,,,,,,1350,,,30,,,,,,,,,,,,21,,,No,
University of the Arts,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
University of the District of Columbia,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of the Incarnate World,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
University of the Ozarks,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of the Pacific,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
University of the Sciences in Philadelphia,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
University of the South,,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
University of the Southwest,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of Toledo,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
University of Tulsa,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
University of Utah,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
University of Vermont,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
University of Virginia,,,,,,1450,,,32,,,,,,,,,,,,22,,,Yes,
"University of Virginia, College at Wise",,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of Washington,,,,,,1360,,,31,,,,,,,,,,,,21,,,Yes,
"University of Washington, Tacoma",,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
University of West Alabama,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
University of West Florida,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
University of West Los Angeles,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
University of Wisconsin - Eau Claire,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
University of Wisconsin - Green Bay,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
University of Wisconsin - La Crosse,,,,,,1230,,,26,,,,,,,,,,,,18,,,Yes,
University of Wisconsin - Madison,,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
University of Wisconsin - Milwaukee,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
University of Wisconsin - Oshkosh,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
University of Wisconsin - Parkside,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
University of Wisconsin - Platteville,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
University of Wisconsin - River Falls,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
University of Wisconsin - Stevens Point,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
University of Wisconsin - Stout,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
University of Wisconsin - Superior,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
University of Wisconsin - Whitewater,,,,,,1110,,,24,,,,,,,,,,,,16,,,Yes,
University of Wyoming,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Upper Iowa University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Urbana University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Ursinus College,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Ursuline College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Utah State University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Utah Valley State College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Utica College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Valdosta State University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Valley City State University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Valley Forge Christian College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Valparaiso University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Vanderbilt University,,,,,,1480,,,33,,,,,,,,,,,,23,,,Yes,
VanderCook College of Music,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Vanguard University of Southern California,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Vassar College,,,,,,1400,,,32,,,,,,,,,,,,22,,,Yes,
Vennard College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Vermont Law School,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Vermont Technical College,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Villa Julie College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Villanova University,,,,,,1400,,,32,,,,,,,,,,,,22,,,Yes,
Virginia College,,,,,,1050,,,21,,,,,,,,,,,,14,,,Yes,
Virginia Commonwealth University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Virginia Intermont College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Virginia International University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Virginia Military Institute,,,,,,1300,,,28,,,,,,,,,,,,19,,,No,
