name,url,city,state,type,size_category,acceptance_rate,sat_50th_percentile,act_50th_percentile,tuition_in_state,tuition_out_state,room_board,graduation_rate,retention_rate,enrollment,student_faculty_ratio,region,popular_majors,median_earnings_10_years,campus_setting,test_optional,application_deadline_fall,application_fee,average_financial_aid,percent_receiving_aid,transfer_acceptance_rate,latitude,longitude,housing_available,ipeds_id
Illinois Benedictine University,http://www.ben.edu/,Lisle,IL,Private,Small,0.5,1100,24,32000,32000,12000,0.6,0.7,2000,12,Midwest,"Business Administration, Psychology, Nursing",40000,Suburban,True,2024-01-15,50,20000,0.8,0.5,41.8031,-88.0728,True,
Illinois College,http://www.ic.edu/,Jacksonville,IL,Private,Small,0.5,1150,24,35000,35000,12000,0.7,0.75,1000,12,Midwest,"Business Administration, Psychology, Biology",45000,Rural,True,2024-01-15,50,20000,0.8,0.5,39.7301,-90.2323,True,
Illinois College of Optometry,http://www.ico.edu/,Chicago,IL,Private,Small,0.4,1300,28,45000,45000,12000,0.85,0.9,500,12,Midwest,"Optometry, Health Sciences, Biology",60000,Urban,True,2024-01-15,50,20000,0.7,0.4,41.834,-87.627,True,
Illinois Institute of Technology,http://www.iit.edu/,Chicago,IL,Private,Medium,0.5,1350,30,50000,50000,14000,0.75,0.85,7000,12,Midwest,"Engineering, Computer Science, Architecture",70000,Urban,True,2024-01-15,75,20000,0.7,0.5,41.835,-87.626,True,
Illinois School of Professional Psychology - Chicago Campus,http://www.aspp.edu/ilch.html,Chicago,IL,Private For-Profit,Small,0.5,1150,24,20000,20000,12000,0.7,0.8,1000,12,Midwest,"Psychology, Counseling, Clinical Psychology",45000,Urban,True,Rolling,50,20000,0.7,0.5,41.8781,-87.6298,True,
Illinois School of Professional Psychology - Meadows Campus,http://www.aspp.edu/ilrm.html,Chicago,IL,Private,Small,0.5,1200,25,25000,25000,12000,0.7,0.8,1000,12,Midwest,"Psychology, Clinical Psychology, Counseling",50000,Urban,True,Rolling,50,20000,0.75,0.5,41.8781,-87.6298,True,
Illinois State University,http://www.ilstu.edu/,Normal,IL,Public,Large,0.63,1200,25,15000,30000,12000,0.66,0.81,20000,18,Midwest,"Business, Education, Psychology",50000,Suburban,True,2024-01-01,50,8000,0.65,0.63,40.5142,-88.9861,True,148640
Illinois Valley Community College,http://www.ivcc.edu/,Oglesby,IL,Public,Small,0.7,1050,21,8000,16000,12000,0.5,0.7,2000,15,Midwest,"Nursing, Business Administration, Criminal Justice",40000,Rural,True,Rolling,50,7000,0.6,0.7,41.3083,-89.1954,True,
Illinois Wesleyan University,http://www.iwu.edu/,Bloomington,IL,Private,Small,0.45,1250,28,50000,50000,13000,0.85,0.88,1500,12,Midwest,"Business, Psychology, Biology",55000,Urban,True,2024-01-15,50,20000,0.75,0.45,40.4774,-88.9939,True,
Immaculata University,http://www.immaculata.edu/,Immaculata,PA,Private,Small,0.5,1150,24,32000,32000,13000,0.7,0.75,2000,12,Northeast,"Nursing, Business Administration, Education",45000,Suburban,True,2024-01-15,50,20000,0.8,0.5,40.0451,-75.4652,True,
IMPAC University,http://www.impacu.edu/,Springfield,IL,Private,Medium,0.5,1200,25,25000,25000,12000,0.7,0.8,8000,15,Midwest,"Business Administration, Psychology, Nursing",45000,Suburban,True,2024-01-15,50,15000,0.7,0.5,39.7817,-89.6501,True,
Indiana Institute of Technologyy,http://www.indtech.edu/,Fort Wayne,IN,Private For-Profit,Medium,0.6,1100,24,20000,20000,12000,0.5,0.7,3000,15,Midwest,"Business Administration, Engineering, Computer Science",50000,Urban,True,Rolling,50,10000,0.6,0.6,41.12,-85.128,True,
Indiana State University,http://www.indstate.edu/,Terre Haute,IN,Public,Medium,0.7,1100,24,10000,25000,12000,0.6,0.75,12000,18,Midwest,"Business, Education, Health Sciences",45000,Urban,True,2024-01-15,50,8000,0.65,0.7,39.4667,-87.4139,True,
Indiana University (System),http://www.indiana.edu/,Bloomington,IN,Public,Large,0.6,1300,28,11000,35000,13000,0.7,0.85,42000,18,Midwest,"Business, Psychology, Biology",55000,Suburban,True,2024-01-01,65,8000,0.65,0.6,39.1653,-86.5269,True,151176
Indiana University - East,http://www.iue.indiana.edu/,Richmond,IN,Public,Small,0.7,1100,24,8000,20000,12000,0.5,0.7,3000,15,Midwest,"Business Administration, Nursing, Psychology",40000,Rural,True,2024-01-15,50,8000,0.6,0.7,39.8283,-84.8851,True,
Indiana University - Northwest,http://www.iun.indiana.edu/,Gary,IN,Public,Medium,0.6,1100,25,10000,25000,12000,0.5,0.7,6000,15,Midwest,"Business, Nursing, Psychology",45000,Urban,True,2024-01-15,50,8000,0.6,0.6,41.5934,-87.346,True,
Indiana University - Southeast,http://www.ius.indiana.edu/,New Albany,IN,Public,Medium,0.6,1100,25,10000,25000,12000,0.5,0.7,5000,18,Midwest,"Business, Nursing, Psychology",40000,Suburban,True,2024-01-15,50,8000,0.6,0.6,38.2969,-85.8221,True,
Indiana University at Bloomington,http://www.iub.edu/,Bloomington,IN,Public,Large,0.65,1300,28,11500,35000,12000,0.73,0.87,43000,18,Midwest,"Business, Psychology, Biology",60000,Urban,True,2024-01-01,65,8000,0.65,0.65,39.1653,-86.5264,True,151355
Indiana University at Kokomo,http://www.iuk.edu/,Kokomo,IN,Public,Small,0.6,1100,24,8000,20000,12000,0.5,0.7,3000,15,Midwest,"Business, Nursing, Education",40000,Suburban,True,2024-01-15,50,8000,0.6,0.6,40.4862,-86.1336,True,
Indiana University at South Bend,http://www.iusb.edu/,South Bend,IN,Public,Medium,0.6,1100,25,8500,20000,12000,0.5,0.7,6000,15,Midwest,"Business, Nursing, Education",45000,Urban,True,2024-01-15,50,8000,0.6,0.6,41.6764,-86.25,True,
Indiana University of Pennsylvania,http://www.iup.edu/,Indiana,PA,Public,Medium,0.7,1100,25,12000,22000,12000,0.6,0.75,10000,20,Northeast,"Business, Education, Psychology",45000,Suburban,True,2024-01-15,50,8000,0.6,0.7,40.6208,-79.1558,True,211121
Indiana University-Purdue University at Columbus,http://www.columbus.iupui.edu/,Columbus,IN,Public,Small,0.6,1130,24,9500,22000,12000,0.6,0.75,3000,15,Midwest,"Business, Nursing, Engineering",45000,Suburban,True,2024-01-01,50,8000,0.6,0.6,39.2014,-85.8977,True,
Indiana University-Purdue University at Fort Wayne,http://www.ipfw.edu/,Fort Wayne,IN,Public,Medium,0.6,1150,24,8000,20000,12000,0.5,0.7,8000,18,Midwest,"Business, Engineering, Health Sciences",45000,Urban,True,2024-01-15,50,7000,0.6,0.6,41.12,-85.128,True,
Indiana University-Purdue University at Indianapolis,http://www.iupui.edu/,Indianapolis,IN,Public,Large,0.6,1200,25,11000,30000,12000,0.6,0.8,29000,18,Midwest,"Business, Health Sciences, Engineering",50000,Urban,True,2024-01-15,65,8000,0.6,0.6,39.7684,-86.1581,True,
Indiana Wesleyan University,http://www.indwes.edu/,Marion,IN,Private,Medium,0.5,1100,25,32000,32000,12000,0.65,0.75,8000,15,Midwest,"Nursing, Business Administration, Education",45000,Suburban,True,2024-01-15,50,20000,0.7,0.5,40.5583,-85.6556,True,151258
Institute of Clinical Social Work,http://www.icsw.com/,Chicago,IL,Private,Small,0.6,1150,24,25000,25000,12000,0.7,0.8,3000,12,Midwest,"Clinical Social Work, Psychology, Counseling",50000,Urban,True,2024-01-15,50,20000,0.75,0.6,41.8781,-87.6298,True,
Institute of Paper Science and Technology,http://www.ipst.edu/,Atlanta,GA,Public,Small,0.5,1200,25,10000,30000,12000,0.6,0.8,1000,15,Southeast,"Paper Science, Chemical Engineering, Environmental Science",50000,Urban,True,2024-01-15,50,8000,0.6,0.5,33.749,-84.388,True,
Institute of Textile Technology,http://www.itt.edu/,New York,NY,Private For-Profit,Small,0.6,1100,25,15000,30000,12000,0.6,0.7,1000,15,Northeast,"Textile Engineering, Fashion Design, Textile Management",50000,Urban,True,2024-01-15,50,8000,0.6,0.6,40.7128,-74.006,True,
Institute of Transpersonal Psychology,http://www.itp.edu/,Palo Alto,CA,Private,Small,0.5,1200,25,20000,20000,12000,0.7,0.8,3000,12,West,"Psychology, Counseling, Transpersonal Studies",45000,Suburban,True,Rolling,50,20000,0.75,0.5,37.4419,-122.143,True,
IntelliTec College - Grand Junction,http://www.intelliteccollege.edu/,Grand Junction,CO,Private For-Profit,Small,0.7,1050,21,15000,15000,12000,0.6,0.7,800,15,West,"Healthcare, Business, Information Technology",40000,Urban,True,Rolling,50,8000,0.6,0.7,39.0639,-108.5506,True,
International Academy of Merchandising and Design Chicago,http://www.iamd.edu/,Chicago,IL,Private For-Profit,Small,0.7,1100,24,20000,20000,12000,0.6,0.7,1000,15,Midwest,"Fashion Design, Merchandising, Interior Design",40000,Urban,True,Rolling,50,15000,0.8,0.7,41.8781,-87.6298,True,
International Academy of Merchandising and Design Tampa,http://www.academy.edu/,Tampa,FL,Private For-Profit,Small,0.7,1100,25,20000,20000,12000,0.6,0.7,1000,15,Southeast,"Fashion Design, Merchandising, Graphic Design",40000,Urban,True,Rolling,50,15000,0.7,0.7,27.9506,-82.4572,True,
International Bible College,http://www.i-b-c.edu/,San Antonio,TX,Private,Small,0.6,1100,25,20000,20000,12000,0.7,0.75,500,12,Southwest,"Theology, Religious Studies, Counseling",40000,Urban,True,Rolling,50,15000,0.8,0.6,29.4232,-98.4936,True,
International College,http://www.internationalcollege.edu/,International City,IC,Private,Medium,0.5,1200,25,25000,25000,12000,0.75,0.85,8000,15,Northeast,"Business, Psychology, Biology",50000,Urban,True,2024-01-15,50,20000,0.7,0.5,40.7128,-74.006,True,
Iona College,http://www.iona.edu/,New Rochelle,NY,Private,Medium,0.5,1200,25,40000,40000,15000,0.7,0.8,4000,12,Northeast,"Business Administration, Psychology, Nursing",50000,Suburban,True,2024-01-15,50,20000,0.7,0.5,40.9115,-73.783,True,
Iowa State University of Science and Technology,http://www.iastate.edu/,Ames,IA,Public,Large,0.7,1250,27,9500,25000,12000,0.7,0.85,30000,18,Midwest,"Engineering, Business, Agriculture",60000,Suburban,True,2024-01-01,50,8000,0.65,0.7,42.0344,-93.6208,True,150200
Iowa Wesleyan College,http://www.iwc.edu/,Mount Pleasant,IA,Private,Small,0.6,1100,24,30000,30000,12000,0.6,0.7,600,12,Midwest,"Business Administration, Psychology, Nursing",40000,Rural,True,2024-08-01,50,15000,0.8,0.6,40.9671,-91.5704,True,
Ithaca College,http://www.ithaca.edu/,Ithaca,NY,Private,Medium,0.6,1300,28,50000,50000,14000,0.75,0.85,6000,12,Northeast,"Business, Communications, Health Sciences",60000,Suburban,True,2024-01-01,65,20000,0.7,0.6,42.4439,-76.5019,True,
ITT Technical Institute Fort Wayne,http://www.itttech.edu/campus/,Fort Wayne,IN,Private For-Profit,Small,0.7,1000,20,15000,15000,12000,0.6,0.7,1500,15,Midwest,"Business Administration, Information Technology, Health Sciences",40000,Urban,True,Rolling,50,8000,0.6,0.7,41.0793,-85.1394,True,
ITT Technical Institute Indianapolis,http://www.itttech.edu/campus/,Indianapolis,IN,Private For-Profit,Medium,0.7,1050,21,15000,15000,12000,0.6,0.7,3000,15,Midwest,"Business Administration, Information Technology, Criminal Justice",40000,Urban,True,Rolling,50,8000,0.6,0.7,39.7684,-86.1581,True,
ITT Technical Institute Maitland,http://www.itttech.edu/campus/,Maitland,FL,Private For-Profit,Small,0.7,1000,20,15000,15000,12000,0.6,0.7,1000,15,Southeast,"Information Technology, Business Administration, Graphic Design",40000,Suburban,True,Rolling,50,8000,0.6,0.7,28.6105,-81.3662,True,
ITT Technical Institute Portland,http://www.itttech.edu/campus/,Portland,OR,Private For-Profit,Small,0.7,1050,21,15000,15000,12000,0.5,0.7,2000,15,West,"Information Technology, Business Administration, Graphic Design",40000,Urban,True,Rolling,50,8000,0.6,0.7,45.5231,-122.6765,True,
ITT Technical Institute West Covina,http://www.itttech.edu/campus/,West Covina,CA,Private For-Profit,Small,0.7,1050,21,15000,15000,12000,0.6,0.75,1000,15,West,"Business Administration, Information Technology, Graphic Design",40000,Suburban,True,Rolling,50,10000,0.6,0.7,34.0686,-117.938,True,
Jackson State University,http://www.jsums.edu/,Jackson,MS,Public,Large,0.6,1050,21,8000,18000,12000,0.5,0.7,8000,18,Southeast,"Business Administration, Nursing, Criminal Justice",40000,Urban,True,2024-05-01,50,8000,0.6,0.6,32.2988,-90.1848,True,202251
Jacksonville State University,http://www.jsu.edu/,Jacksonville,AL,Public,Medium,0.6,1100,24,10000,20000,12000,0.5,0.7,8000,18,Southeast,"Nursing, Business Administration, Education",40000,Rural,True,2024-08-01,50,8000,0.6,0.6,33.8303,-85.7602,True,
Jacksonville University,http://www.ju.edu/,Jacksonville,FL,Private,Medium,0.5,1200,25,20000,20000,13000,0.6,0.75,4000,15,Southeast,"Nursing, Business Administration, Psychology",45000,Urban,True,2024-01-15,50,15000,0.7,0.5,30.3322,-81.6557,True,
James Madison University,http://www.jmu.edu/,Harrisonburg,VA,Public,Large,0.62,1230,27,12000,30000,13000,0.73,0.87,22000,18,Southeast,"Business Administration, Psychology, Nursing",50000,Suburban,True,2024-01-15,50,8000,0.6,0.62,38.4496,-78.8689,True,
Jamestown College,http://www.jc.edu/,Jamestown,ND,Private,Small,0.6,1150,24,20000,20000,12000,0.65,0.75,1000,12,Midwest,"Business, Education, Nursing",40000,Rural,True,2024-01-15,50,15000,0.7,0.6,46.9101,-98.7074,True,
Jarvis Christian College,http://www.jarvis.edu/,Hawkins,TX,Private,Small,0.7,1000,20,15000,15000,12000,0.5,0.7,800,15,Southwest,"Business Administration, Psychology, Nursing",40000,Rural,True,Rolling,50,10000,0.8,0.7,32.5543,-95.1902,True,
John Brown University,http://www.jbu.edu/,Siloam Springs,AR,Private,Small,0.5,1200,25,30000,30000,12000,0.7,0.8,2000,12,Southeast,"Business Administration, Education, Psychology",40000,Suburban,True,2024-01-15,50,15000,0.7,0.5,36.1853,-94.4405,True,
John Carroll University,http://www.jcu.edu/,University Heights,OH,Private,Small,0.6,1200,25,45000,45000,13000,0.75,0.85,3000,12,Midwest,"Business, Psychology, Education",50000,Suburban,True,2024-01-15,50,20000,0.7,0.6,41.5081,-81.5903,True,
John F. Kennedy University,http://www.jfku.edu/,Pleasant Hill,CA,Private,Small,0.6,1100,25,20000,20000,12000,0.65,0.75,1500,12,West,"Psychology, Business Administration, Education",45000,Suburban,True,2024-01-15,50,15000,0.75,0.6,38.0049,-122.0495,True,
John Marshall Law School,http://www.jmls.edu/,Chicago,IL,Private,Small,0.5,1500,32,45000,45000,15000,0.7,0.8,1000,12,Midwest,"Law, Legal Studies, Public Policy",70000,Urban,True,2024-04-01,60,20000,0.7,0.5,41.8781,-87.6298,True,
John Paul the Great Catholic University,http://www.jpcatholic.com/,Escondido,CA,Private,Small,0.6,1200,25,30000,30000,12000,0.7,0.75,500,12,West,"Film, Business, Theology",45000,Suburban,True,2024-01-15,50,20000,0.8,0.6,33.1192,-116.9954,True,
John Wesley College,http://www.johnwesley.edu/,Jacksonville,FL,Private,Small,0.5,1150,24,20000,20000,12000,0.7,0.75,800,12,Southeast,"Business Administration, Psychology, Education",45000,Suburban,True,2024-01-15,50,20000,0.8,0.5,30.3322,-81.6557,True,
Johns Hopkins University,http://www.jhu.edu/,Baltimore,MD,Private,Large,0.1,1480,33,58000,58000,15000,0.9,0.95,15000,10,Northeast,"Biology, Engineering, Public Health",80000,Urban,True,2024-01-02,70,20000,0.7,0.1,39.3289,-76.6205,True,184900
Johnson & Wales University,http://www.jwu.edu/,Providence,RI,Private,Medium,0.5,1150,25,32000,32000,13000,0.65,0.75,8000,15,Northeast,"Business Administration, Culinary Arts, Hospitality Management",45000,Urban,True,2024-01-15,50,20000,0.7,0.5,41.8268,-71.4025,True,
"Johnson & Wales University, Charleston",http://www.jwu.edu/charles/camp_charles.htm,Charleston,SC,Private,Medium,0.5,1200,25,30000,30000,12000,0.6,0.75,5000,15,Southeast,"Culinary Arts, Business Administration, Hospitality Management",45000,Urban,True,2024-01-15,50,20000,0.7,0.5,32.7765,-79.9311,True,
Johnson Bible College,http://www.jbc.edu/,Knoxville,TN,Private,Small,0.6,1100,25,20000,20000,12000,0.7,0.75,800,12,Southeast,"Theology, Biblical Studies, Education",40000,Suburban,True,2024-01-15,50,20000,0.8,0.6,35.9606,-83.9207,True,
Johnson C. Smith University,http://www.jcsu.edu/,Charlotte,NC,Private,Medium,0.5,1100,24,15000,15000,12000,0.5,0.7,3000,15,Southeast,"Business Administration, Psychology, Education",40000,Urban,True,2024-01-15,50,10000,0.7,0.5,35.2271,-80.8431,True,
Johnson County Community College,http://www.jccc.edu/,Overland Park,KS,Public,Medium,0.7,1100,24,6000,12000,12000,0.5,0.7,11000,18,Midwest,"Business Administration, Nursing, Computer Science",40000,Suburban,True,Rolling,50,7000,0.6,0.7,38.9822,-94.6708,True,
Johnson State College,http://www.jsc.vsc.edu/,Johnson,VT,Public,Small,0.6,1100,25,15000,30000,12000,0.6,0.75,1000,15,Northeast,"Liberal Arts, Business, Education",40000,Rural,True,2024-01-15,50,8000,0.65,0.6,44.5902,-72.6868,True,
Jones College,http://www.jones.edu/,Jonesville,TX,Private,Small,0.5,1200,25,20000,20000,12000,0.7,0.8,1500,12,Southwest,"Business Administration, Psychology, Nursing",45000,Suburban,True,2024-01-15,50,15000,0.7,0.5,31.9686,-99.9018,True,
Jones International University,http://www.jonesinternational.edu/,Denver,CO,Private For-Profit,Medium,0.6,1100,25,20000,20000,12000,0.6,0.7,5000,15,West,"Business Administration, Information Technology, Education",40000,Urban,True,Rolling,50,15000,0.7,0.6,39.7392,-104.9903,True,
Judson College Elgin,http://www.judson-il.edu/,Elgin,IL,Private,Small,0.5,1100,25,25000,25000,12000,0.6,0.7,800,12,Midwest,"Business, Psychology, Education",40000,Suburban,True,2024-01-01,50,20000,0.7,0.5,42.0354,-88.2812,True,
Judson College Marion,http://home.judson.edu/,Marion,AL,Private,Small,0.6,1100,24,20000,20000,12000,0.6,0.7,500,12,Southeast,"Nursing, Business Administration, Education",40000,Rural,True,2024-01-01,50,15000,0.7,0.6,32.6349,-87.3074,True,
Juniata College,http://www.juniata.edu/,Huntingdon,PA,Private,Small,0.5,1200,25,20000,20000,12000,0.7,0.8,1300,12,Northeast,"Biology, Psychology, Business",45000,Rural,True,2024-01-15,50,20000,0.7,0.5,40.487,-78.02,True,
Kalamazoo College,http://www.kzoo.edu/,Kalamazoo,MI,Private,Small,0.3,1350,30,57000,57000,13000,0.85,0.88,1400,12,Midwest,"Psychology, Biology, Political Science",55000,Urban,True,2024-01-15,50,25000,0.7,0.3,42.2917,-85.5872,True,210303
Kankakee Community College,http://www.kankakeecc.org/,Kankakee,IL,Public,Small,0.7,1050,21,8000,16000,12000,0.5,0.7,2000,15,Midwest,"Nursing, Business, Liberal Arts",40000,Suburban,True,Rolling,50,7000,0.6,0.7,41.1202,-87.8616,True,
Kansas City Art Institute,http://www.kcai.edu/,Kansas City,MO,Private,Small,0.5,1200,25,40000,40000,12000,0.7,0.8,800,10,Midwest,"Fine Arts, Graphic Design, Illustration",45000,Urban,True,2024-01-15,50,20000,0.7,0.5,39.0997,-94.5786,True,
Kansas State University,http://www.ksu.edu/,Manhattan,KS,Public,Large,0.7,1200,25,10500,26000,12000,0.68,0.85,21000,18,Midwest,"Business, Engineering, Agriculture",50000,Suburban,True,2024-01-15,50,8000,0.65,0.7,39.1836,-96.5717,True,202547
Kansas Wesleyan University,http://www.kwu.edu/,Salina,KS,Private,Small,0.5,1100,25,30000,30000,12000,0.6,0.7,800,12,Midwest,"Business Administration, Nursing, Psychology",40000,Urban,True,2024-08-01,50,15000,0.7,0.5,38.8409,-97.6112,True,
Kaplan University,http://www.kaplan.edu/,Fort Lauderdale,FL,Private For-Profit,Medium,0.7,1100,25,15000,15000,12000,0.6,0.7,8000,15,Southeast,"Business Administration, Health Sciences, Information Technology",45000,Urban,True,Rolling,50,10000,0.7,0.7,26.1224,-80.1373,True,
Katharine Gibbs School,http://www.kgibbs.com/,New York,NY,Private For-Profit,Small,0.7,1100,25,20000,20000,12000,0.6,0.7,1000,15,Northeast,"Business Administration, Graphic Design, Information Technology",40000,Urban,True,Rolling,50,15000,0.8,0.7,40.7128,-74.006,True,
Kean University of New Jersey,http://www.kean.edu/,Union,NJ,Public,Large,0.6,1100,25,13000,26000,14000,0.6,0.75,15000,18,Northeast,"Business Administration, Psychology, Nursing",50000,Suburban,True,2024-01-01,50,8000,0.6,0.6,40.6592,-74.2632,True,
Keck Graduate Institute of Applied Life Sciences,http://www.kgi.edu/,Claremont,CA,Private,Small,0.3,1350,30,55000,55000,15000,0.85,0.9,800,12,West,"Biomedical Sciences, Pharmaceutical Sciences, Healthcare Management",70000,Suburban,True,2024-01-15,60,20000,0.7,0.3,34.0975,-117.715,True,
Keene State College,http://www.keene.edu/,Keene,NH,Public,Medium,0.6,1120,24,14500,30000,13000,0.6,0.75,5000,15,Northeast,"Business, Psychology, Education",45000,Suburban,True,2024-01-15,50,8000,0.65,0.6,42.9337,-72.2816,True,
